auctionid,bid,bidtime,bidder,bidderrate,openbid,price
-1.688371214485954,-0.2800333688189977,0.509130117101625,-1.4966969960998753,-0.10362721272180236,-0.675148494431707,-0.5852564987828519
0.803651294432688,-0.1941459010720847,-1.6946676515222474,0.9791884012758507,-0.13647607558796965,-0.2829062427840221,0.15101914065126962
0.803651294432688,0.4500101070297625,0.8697454790180464,-1.2054163611144957,-0.13647607558796965,-0.2829062427840221,0.15101914065126962
-1.688371214485954,-0.4947520381862801,0.152513831774759,-0.00388374179980515,-0.18246448360060383,-0.675148494431707,-0.7579336824626405
-0.24747903460521087,-0.9027175099841167,-0.10856813785908936,0.5786775281709539,-0.18246448360060383,-0.6395297283477404,-0.4207221374257742
-1.8698102782700916,-0.6879988406168343,0.5417832727637123,0.06893641694653974,-0.16932493845413693,-0.2868682857299583,-1.0441826748616116
1.0373134592469626,-0.3616479350455017,-1.493832044619413,0.2145767344392295,-0.18246448360060383,-0.2829458632134815,0.9281898433061168
-1.8698102782700916,-0.6235832398066495,0.542063503104287,0.06893641694653974,-0.16932493845413693,-0.2868682857299583,-1.0441826748616116
0.4037626301970576,-0.0760506329200794,0.308233407342575,-1.2782365198608405,-0.18246448360060383,0.10933600886366276,-0.24635058869701756
-0.7849093322372226,-0.1941459010720847,0.1475265745105447,-0.47721477365104686,-0.12333653044150274,-0.2829458632134815,-0.5852564987828519
0.39367338109032807,-0.5817130992800295,-1.4187092433949535,0.833548083783161,0.034338011316100196,-0.08484371591667089,-0.4207221374257742
-0.24756193509857724,-0.8769727415269795,0.8368236814881148,-1.6787473929657375,0.18544278050046967,-0.6395297283477404,-0.4207221374257742
-0.3636802675607951,-0.47328017124955185,0.9041916874608041,0.4694472900514366,-0.14961562073443657,-0.2868682857299583,-0.5029728679582066
0.4037626301970576,-0.2800333688189977,0.3079658189722517,-1.2782365198608405,-0.18246448360060383,0.10933600886366276,-0.24635058869701756
0.5460150193629727,1.9745126595374676,0.2869200989960776,0.505857369424609,-0.18246448360060383,4.075340997745809,-0.08349414224280147
-0.2532263703718765,-0.31224116922409006,0.9614271542769207,-0.2223442180388398,-0.13647607558796965,-0.2829062427840221,-0.5029728679582066
-0.24756193509857724,-0.9113277286257447,0.8292153223917574,-1.6787473929657375,0.18544278050046967,-0.6395297283477404,-0.4207221374257742
-1.1416424607347153,-0.5162024332560716,0.9605116649312085,0.6514976869172988,-0.06420857728240163,-0.2868682857299583,-0.5852564987828519
0.4037626301970576,-0.40886457043936714,0.3033683557907921,-1.2782365198608405,-0.18246448360060383,0.10933600886366276,-0.24635058869701756
-0.2532263703718765,-0.6235832398066495,-0.28912602447852764,0.25098681381240195,-0.0707783498556351,-0.2829062427840221,-0.5029728679582066
1.6383847817200685,4.4223054903244865,0.9620118454010526,-0.7684954086364264,-0.12990630301473619,1.3019109355904623,3.025583471883142
-0.2532263703718765,-0.3444489696291824,0.9610489486668968,0.10534649631971217,-0.14961562073443657,-0.2829062427840221,-0.5029728679582066
-1.688371214485954,-0.9429772604904821,-1.6874733169516265,1.0520085600221956,-0.1758947110273704,-0.675148494431707,-1.0441826748616116
-0.2532263703718765,-0.6214360531129767,0.7185612102779538,1.3796992743807477,-0.16275516588090347,-0.2829062427840221,-0.5029728679582066
-1.688371214485954,-0.6021113728699213,0.15156252351333446,-0.00388374179980515,-0.18246448360060383,-0.675148494431707,-0.7949629613483415
-0.5155005394493778,1.630962788549816,0.9622678452986451,-0.5500349323973918,-0.18246448360060383,0.11329805180959897,-0.5506782916670173
-1.688371214485954,-0.8812456430473884,-1.3838858828396934,1.41610935375392,-0.1758947110273704,-0.675148494431707,-1.0197213076012661
-0.2532263703718765,-0.41315894382671275,0.9604389736022626,1.3796992743807477,-0.16275516588090347,-0.2829062427840221,-0.5029728679582066
0.5460150193629727,1.8671533248538266,0.28668832954146684,0.505857369424609,-0.18246448360060383,4.075340997745809,-0.08349414224280147
0.39367338109032807,-0.5591676389964648,-1.4177337046905467,0.833548083783161,0.034338011316100196,-0.08484371591667089,-0.4207221374257742
